Parent,Child,Sex
71.78314,69.30589,Male
70.73837,69.30199,Male
70.30609,67.015,Male
59.7,55.1,Female
58.2,56.5,Female
60.6,56,Female
60.7,56.8,Female
61.8,56,Female
55.5,57.9,Female
55.4,57.1,Female
56.8,57.6,Female
57.5,57.2,Female
57.3,57.1,Female
58.5,57.6,Female
59.7,57.1,Female
59,57.7,Female
60.4,57.5,Female
60.2,57.1,Female
60.3,57.9,Female
61.9,57.9,Female
62.3,57.8,Female
63,57.2,Female
64.6,57.6,Female
56.8,58,Female
56.9,58.7,Female
57.9,58,Female
57.3,58.8,Female
58.8,58,Female
58.4,58,Female
59.3,58.6,Female
59.3,58.9,Female
59,58.8,Female
59.7,58.3,Female
59.5,58.7,Female
60.4,58.9,Female
60.3,58.1,Female
66.2,58.8,Female
57,59.6,Female
57.8,59.2,Female
57.8,59.9,Female
57,59.9,Female
58.6,59.3,Female
58.4,59.3,Female
58,59.4,Female
58.7,59.4,Female
58.7,59.1,Female
58.1,59.8,Female
59.7,59.7,Female
59,59.6,Female
59.2,59,Female
59.3,59.9,Female
59.8,59.1,Female
59.7,59.5,Female
59.6,59.7,Female
59.3,59,Female
59.3,59.7,Female
59.4,59.4,Female
59.8,59.6,Female
59.8,59.3,Female
60.4,59,Female
60.9,59,Female
60.2,59.7,Female
60.5,59.9,Female
60,59,Female
60.6,59.3,Female
60.7,59.3,Female
60.8,59,Female
60,59.3,Female
60.6,59.4,Female
60.1,59.2,Female
61.3,59.4,Female
61.9,59.6,Female
61.1,59.1,Female
61,59.6,Female
61.6,59.4,Female
61.6,59.4,Female
61.5,59.8,Female
61.3,59.4,Female
61.3,59.1,Female
62.5,59.5,Female
62.7,59.7,Female
62,59.8,Female
63.1,59,Female
63.4,59.9,Female
64,59.2,Female
66.7,59.6,Female
56.2,60.4,Female
56.1,60.6,Female
56.8,60.6,Female
57.8,60.2,Female
57.9,60.9,Female
57.7,60.6,Female
57.2,60.6,Female
57.1,60.2,Female
58.4,60.6,Female
58.9,60.5,Female
58.7,60.6,Female
58,60.5,Female
58.8,60.3,Female
58.4,60.9,Female
58,60.4,Female
58.9,60.6,Female
58.3,60.3,Female
59,60.2,Female
59.6,60.9,Female
59.8,60,Female
59.4,60.5,Female
59.2,60.8,Female
59.6,60.2,Female
59.3,60.7,Female
59.4,60.9,Female
59.8,60.1,Female
59.9,60,Female
59.8,60.7,Female
59.2,60.7,Female
59.2,60,Female
59.7,60.3,Female
59.1,60,Female
60.5,60.8,Female
60.2,60.5,Female
60.2,60.4,Female
60,60.9,Female
60.3,60.1,Female
60.5,60.9,Female
60.4,60.9,Female
60.6,60.9,Female
60.7,60,Female
60.2,60.9,Female
60.6,60.5,Female
60.2,60.5,Female
60.9,60,Female
60.7,60.1,Female
60,60.2,Female
60,60.1,Female
60.8,60.2,Female
60.1,60.3,Female
60.9,60.7,Female
60.9,60.5,Female
61.2,60.3,Female
61.8,60.2,Female
61.2,60.7,Female
61.9,60,Female
61.6,60.1,Female
61.8,60.5,Female
61.6,60.8,Female
61,60.2,Female
61.5,60.3,Female
61.4,60.3,Female
61.9,60.9,Female
61.9,60.7,Female
61.1,60.1,Female
61.8,60,Female
61.8,60.1,Female
61.6,60.1,Female
62.2,60.2,Female
62.4,60.6,Female
62.2,60,Female
62.1,60.9,Female
62.3,60.8,Female
62.4,60.1,Female
62.1,60.8,Female
62.1,60.3,Female
62.8,60.1,Female
62.2,60.3,Female
62.1,60.7,Female
62.2,60.7,Female
62,60.7,Female
62.7,60.3,Female
62.5,60,Female
62.2,60.3,Female
62.6,60.9,Female
63.5,60.9,Female
63.3,60,Female
63.8,60.6,Female
63.6,60.5,Female
63.7,60,Female
63.2,60.1,Female
63.5,60.7,Female
63,60.2,Female
63.3,60.1,Female
63.2,60.2,Female
63,60.7,Female
63,60.8,Female
63.6,60.6,Female
63.2,60.4,Female
63.9,60.6,Female
63.9,60.9,Female
63,60.2,Female
63.9,60.9,Female
64.1,60.3,Female
64.9,60.9,Female
64.8,60.5,Female
65.3,60.4,Female
65.9,60.3,Female
66.3,60.1,Female
66.5,60.4,Female
68.7,60.6,Female
56.6,61.2,Female
57.5,61.7,Female
57.3,61.4,Female
58.6,61.6,Female
58.2,61.8,Female
58.1,61.3,Female
58.7,61.8,Female
58.8,61,Female
58.9,61.1,Female
58.9,61.8,Female
58.6,61.1,Female
59.9,61.7,Female
59.2,61.4,Female
59.8,61.8,Female
59.6,61.5,Female
59,61.2,Female
59.9,61,Female
59,61.9,Female
59.8,61.1,Female
59.9,61.8,Female
59.9,61.5,Female
59,61.8,Female
59.5,61.4,Female
59.7,61.6,Female
59.5,61.5,Female
59.3,61.1,Female
59.2,61.1,Female
59.3,61,Female
59.2,61.5,Female
60,61.4,Female
60.5,61.9,Female
60.7,61.6,Female
60.5,61.8,Female
60.1,61,Female
60.2,61.3,Female
60.8,61,Female
60.5,61.4,Female
60.9,61.2,Female
60.5,61.9,Female
60.9,61.5,Female
60.8,61.5,Female
60.9,61,Female
60.7,61.7,Female
60.5,61.2,Female
60.8,61.7,Female
60.2,61,Female
60.8,61.2,Female
61.4,61,Female
61.9,61.6,Female
61.7,61.8,Female
61.8,61.9,Female
61.7,61.5,Female
61.3,61.4,Female
61,61.8,Female
61.8,61,Female
61.7,61.1,Female
61.2,61.4,Female
61.6,61.7,Female
61.9,61.6,Female
61.9,61.8,Female
61.3,61.6,Female
61.6,61.5,Female
61.5,61.2,Female
61.8,61.5,Female
61.8,61.1,Female
61,61.4,Female
61.6,61.7,Female
61.3,61.6,Female
61.4,61.7,Female
61.3,61.5,Female
61.1,61.9,Female
61.7,61.8,Female
61.1,61.1,Female
61.3,61.5,Female
61.2,61.3,Female
61.3,61,Female
61.9,61.1,Female
61.7,61.8,Female
61,61.1,Female
61.1,61.1,Female
61.4,61.8,Female
62.4,61.6,Female
62.8,61.1,Female
62.5,61.8,Female
62.1,61.1,Female
62.8,61.5,Female
62.8,61.8,Female
62.1,61.7,Female
62.8,61.9,Female
62.1,61.5,Female
62.5,61.3,Female
62.8,61.8,Female
62.8,61.4,Female
62.3,61,Female
62.3,61.3,Female
62.7,61.5,Female
62.7,61.7,Female
62.9,61.9,Female
62.4,61.4,Female
62.6,61.2,Female
62.9,61.6,Female
62.5,61.8,Female
62.4,61.1,Female
62.1,61.5,Female
62.2,61.9,Female
62.4,61.1,Female
62.9,61.3,Female
62.1,61.8,Female
63.3,61,Female
63.9,61.2,Female
63.9,61.8,Female
63.9,61.6,Female
63.9,61,Female
63.6,61.7,Female
63.9,61.2,Female
63.5,61.7,Female
63.6,61.9,Female
63.7,61.1,Female
63.2,61,Female
63.6,61.2,Female
63.4,61.4,Female
63.9,61.8,Female
63.7,61.9,Female
64.9,61.3,Female
64.5,61.7,Female
64,61.7,Female
64.1,61.8,Female
64.1,61.3,Female
64.8,61.9,Female
64.3,61.4,Female
64.1,61.4,Female
64.5,61.4,Female
65.8,61.7,Female
65.7,61,Female
65.2,61.3,Female
65.1,61.6,Female
65.1,61,Female
65.9,61.4,Female
66.5,61.8,Female
66.6,61.9,Female
66.6,61.4,Female
57.4,62.2,Female
57.2,62.1,Female
57.7,62.4,Female
57.9,62.6,Female
58.3,62.5,Female
58.5,62,Female
58.8,62.7,Female
58.1,62.2,Female
58.8,62.2,Female
58.5,62.4,Female
58.7,62,Female
58.9,62.8,Female
58.5,62.3,Female
58.9,62.4,Female
58.2,62.7,Female
58.7,62,Female
59.9,62.1,Female
59.8,62.8,Female
59.7,62.2,Female
59.4,62.1,Female
59.2,62.6,Female
59.3,62.2,Female
59,62.5,Female
59.2,62.6,Female
59.7,62.2,Female
59.5,62.2,Female
59.6,62.4,Female
59,62.1,Female
59.4,62.3,Female
59.5,62.5,Female
59.3,62.2,Female
59,62.3,Female
59.8,62.9,Female
59.8,62.4,Female
59.4,62.7,Female
59.8,62.6,Female
60.3,62.6,Female
60.5,62.6,Female
60.6,62.6,Female
60.1,62.5,Female
60.2,62.4,Female
60.1,62.7,Female
60.2,62,Female
60.1,62,Female
60.7,62,Female
60.3,62.1,Female
60.9,62.9,Female
60.7,62,Female
60.8,62.3,Female
60.5,62.7,Female
60.1,62.3,Female
60.2,62.3,Female
60.4,62.6,Female
60.6,62.8,Female
60.4,62.1,Female
60.4,62.8,Female
60.1,62.3,Female
60,62.8,Female
60.5,62.3,Female
60.3,62.4,Female
60.6,62.7,Female
60.2,62.6,Female
60.5,62.7,Female
60.4,62.7,Female
60.7,62.1,Female
60.6,62.4,Female
60.1,62.5,Female
60,62.6,Female
60,62.9,Female
61.7,62,Female
61.8,62,Female
61.2,62.5,Female
61.6,62.8,Female
61.5,62.4,Female
61.1,62.4,Female
61.9,62.5,Female
61.2,62.6,Female
61.7,62.7,Female
61.6,62.2,Female
61.5,62.5,Female
61.2,62.6,Female
61.4,62.4,Female
61.1,62.2,Female
61,62.4,Female
61.3,62.1,Female
61.6,62.1,Female
61,62,Female
61.7,62.1,Female
61.8,62.3,Female
61.7,62.9,Female
61.3,62.5,Female
61.4,62.2,Female
61.1,62.1,Female
61,62.1,Female
61.3,62.5,Female
61.6,62.4,Female
61.9,62.8,Female
61,62.4,Female
61.1,62.6,Female
61.9,62.4,Female
61.1,62.3,Female
61.7,62.1,Female
61.3,62.1,Female
61.7,62.8,Female
62,62.3,Female
62.6,62.7,Female
62.1,62.2,Female
62,62,Female
62.5,62.5,Female
62.6,62.8,Female
62.2,62.4,Female
62.9,62.8,Female
62.5,62.2,Female
62.9,62.9,Female
62.2,62,Female
62.8,62.6,Female
62.2,62.8,Female
62.5,62.5,Female
62.4,62.4,Female
62.3,62.8,Female
62.1,62.6,Female
62.7,62.3,Female
62.5,62.6,Female
62.4,62.1,Female
62.4,62.6,Female
62.9,62.8,Female
62.2,62.5,Female
62.1,62,Female
62.9,62.1,Female
62.6,62.7,Female
62.6,62.8,Female
62.7,62.3,Female
62.1,62.3,Female
62.3,62.5,Female
62.1,62.8,Female
62.9,62.2,Female
62.6,62.8,Female
62.7,62.9,Female
62.7,62.6,Female
63.2,62.2,Female
63.7,62.6,Female
63.9,62.6,Female
63,62.7,Female
63.3,62,Female
63.9,62.2,Female
63.6,62.4,Female
63.7,62.6,Female
63.8,62.5,Female
63.1,62.4,Female
63.1,62.1,Female
63.3,62.1,Female
63.4,62.3,Female
63,62.1,Female
63.5,62.9,Female
63.7,62.9,Female
63.4,62,Female
63.6,62,Female
63.8,62.5,Female
63.5,62.2,Female
63.5,62.1,Female
63.2,62.5,Female
63,62.5,Female
63.5,62.5,Female
64.9,62,Female
64.4,62,Female
64.4,62.2,Female
64.3,62.6,Female
64.7,62.8,Female
64.5,62.5,Female
64.8,62.1,Female
64,62.4,Female
64,62.9,Female
64.7,62.3,Female
64.4,62.1,Female
64,62.3,Female
64.6,62.1,Female
65.2,62.6,Female
65.1,62.4,Female
65.1,62.7,Female
65.5,62.1,Female
65.8,62.4,Female
65.7,62.9,Female
65.6,62.9,Female
65.5,62.8,Female
65.6,62.4,Female
65.1,62,Female
66.1,62.3,Female
66.2,62.3,Female
66.8,62.8,Female
67.3,62.5,Female
56.7,63.3,Female
57.7,63.9,Female
57.6,63.4,Female
57,63.7,Female
57.1,63.7,Female
58,63,Female
58.2,63.7,Female
58.6,63.3,Female
58.1,63.6,Female
58.1,63.4,Female
58.3,63,Female
59.5,63.7,Female
59.3,63,Female
59.9,63.7,Female
59,63.3,Female
59.5,63.1,Female
59.1,63.8,Female
59.3,63.6,Female
59.7,63.3,Female
59.1,63.1,Female
59.3,63.6,Female
59.5,63.7,Female
59.2,63.4,Female
59.4,63,Female
59,63.5,Female
59.2,63.1,Female
59.4,63.9,Female
59.2,63.5,Female
59.8,63.6,Female
60.5,63.7,Female
60.7,63.4,Female
60.8,63,Female
60.2,63.8,Female
60.1,63.9,Female
60.2,63.7,Female
60.9,63.2,Female
60.5,63.4,Female
60.5,63.5,Female
60.2,63.6,Female
60,63.4,Female
60.1,63.2,Female
60.7,63.8,Female
60.1,63.1,Female
60.7,63.1,Female
60.7,63.4,Female
60.3,63.9,Female
60.3,63.5,Female
60.1,63.1,Female
60.8,63.9,Female
60.9,63.2,Female
60.4,63.5,Female
60.8,63.4,Female
60.1,63.5,Female
60.2,63.4,Female
60.1,63.9,Female
60.1,63.7,Female
60.9,63.6,Female
60.8,63.4,Female
61.9,63.2,Female
61.2,63.2,Female
61.1,63.1,Female
61.5,63.6,Female
61.6,63.5,Female
61.1,63,Female
61.3,63.1,Female
61.2,63.3,Female
61.4,63.3,Female
61.4,63.6,Female
61.6,63.7,Female
61.1,63.1,Female
61.9,63.4,Female
61.7,63.6,Female
61,63,Female
61.1,63.1,Female
61.8,63.5,Female
61.2,63.9,Female
61.1,63.6,Female
61.3,63.5,Female
61.1,63.7,Female
61.2,63.7,Female
61.9,63.2,Female
61.2,63.6,Female
61.9,63.9,Female
61.1,63,Female
61.2,63.6,Female
61.5,63.3,Female
61.3,63.6,Female
61.1,63.8,Female
61.3,63.2,Female
61.4,63.5,Female
61.9,63.7,Female
61,63.9,Female
61.5,63.1,Female
61.3,63.4,Female
61.4,63.3,Female
61.8,63.4,Female
61.8,63.7,Female
61.9,63.6,Female
61.6,63.5,Female
61.2,63.7,Female
62.7,63.1,Female
62.6,63.6,Female
62.3,63.4,Female
62.8,63.5,Female
62.1,63.1,Female
62.9,63.5,Female
62.1,63.4,Female
62.4,63.8,Female
62.5,63,Female
62.6,63.6,Female
62,63.6,Female
62.2,63.5,Female
62,63.6,Female
62.8,63.7,Female
62.8,63.3,Female
62,63.6,Female
62,63.4,Female
62.2,63.7,Female
62.8,63.2,Female
62.1,63.1,Female
62,63,Female
62.5,63.2,Female
62.2,63.2,Female
62.9,63.3,Female
62.7,63,Female
62.5,63.5,Female
62.7,63.5,Female
62.3,63.3,Female
62,63.1,Female
62.6,63.3,Female
62.7,63.8,Female
62,63.2,Female
62.3,63.2,Female
62,63.6,Female
62.5,63.7,Female
62.9,63,Female
62,63.3,Female
62.9,63.9,Female
62,63.5,Female
62.9,63.8,Female
62.2,63.7,Female
62.2,63.1,Female
62,63.7,Female
62.7,63.2,Female
62.1,63.5,Female
62.8,63.1,Female
63.5,63.5,Female
63.3,63.2,Female
63.5,63.2,Female
63.8,63.5,Female
63.2,63.6,Female
63.4,63.6,Female
63.6,63.6,Female
63.6,63.4,Female
63.7,63.3,Female
63.2,63.7,Female
63.6,63.5,Female
63.7,63.9,Female
63.7,63.3,Female
63,63,Female
63.8,63.1,Female
63.3,63.9,Female
63.9,63.8,Female
63.6,63.5,Female
63.1,63.6,Female
63.9,63.3,Female
63.8,63.5,Female
63.8,63.4,Female
63.2,63.5,Female
63.5,63.5,Female
63.6,63.2,Female
63.3,63.1,Female
63.7,63.2,Female
63.1,63.7,Female
63.1,63.3,Female
63.7,63.1,Female
63.4,63.6,Female
63.9,63.4,Female
63.3,63.1,Female
63.4,63.5,Female
64.1,63.1,Female
64,63.2,Female
64.8,63.6,Female
64.7,63.2,Female
64.2,63.1,Female
64.5,63.3,Female
64.7,63.8,Female
64.5,63.3,Female
64.7,63.6,Female
64,63.8,Female
64.9,63.5,Female
64.1,63,Female
64.9,63.1,Female
64.5,63.2,Female
64,63.4,Female
64.1,63.1,Female
64.3,63.7,Female
64.1,63.3,Female
65.5,63.4,Female
65,63,Female
65.2,63.3,Female
65.5,63.4,Female
65,63.8,Female
65.3,63.5,Female
65.6,63.4,Female
65.2,63.4,Female
65,63.6,Female
65.8,63.8,Female
66.7,63.7,Female
66.3,63.5,Female
66.4,63.3,Female
66.3,63.5,Female
57.6,64.3,Female
57.3,64.9,Female
58.1,64.4,Female
58.3,64.1,Female
58.9,64.7,Female
58.7,64.9,Female
59.3,64.4,Female
59.5,64.7,Female
59.8,64.8,Female
59.1,64.5,Female
59.3,64.1,Female
59.7,64.9,Female
60.7,64.3,Female
60.7,64.1,Female
60.9,64.4,Female
60.7,64.2,Female
60.4,64.2,Female
60.1,64.7,Female
60.2,64.6,Female
60.3,64.7,Female
60.7,64.4,Female
60.9,64.6,Female
60.4,64.1,Female
60.7,64.7,Female
60.5,64.3,Female
60.6,64.7,Female
60,64.8,Female
60.3,64.5,Female
60.4,64,Female
60,64.5,Female
60.9,64.2,Female
60.5,64.7,Female
60.7,64.3,Female
60.3,64.5,Female
60.7,64.8,Female
60.5,64.9,Female
61.6,64.4,Female
61,64.3,Female
61.7,64.3,Female
61.6,64.9,Female
61.6,64.1,Female
61.7,64.7,Female
61.6,64,Female
61.6,64.9,Female
61.8,64.6,Female
61.8,64.4,Female
61.3,64.7,Female
61.7,64,Female
61.2,64.8,Female
61,64.8,Female
61.8,64.9,Female
61.7,64.5,Female
61.2,64.3,Female
61.5,64.7,Female
61,64.8,Female
61.4,64.8,Female
61,64.7,Female
61.7,64.8,Female
61,64.3,Female
61.5,64.9,Female
61.3,64.7,Female
61,64.2,Female
61.1,64.4,Female
61.1,64.5,Female
61.8,64.6,Female
61.4,64.6,Female
61.5,64.2,Female
61.9,64,Female
62.6,64.7,Female
62.2,64.1,Female
62.9,64.3,Female
62.9,64.2,Female
62.6,64.3,Female
62.3,64,Female
62.9,64.1,Female
62.8,64.6,Female
62.6,64.1,Female
62.2,64.4,Female
62.8,64.2,Female
62.1,64.2,Female
62.6,64,Female
62.1,64.8,Female
62.6,64.3,Female
62.2,64.4,Female
62.2,64.4,Female
62.7,64.6,Female
62.8,64,Female
62.9,64.5,Female
62,64.2,Female
62.3,64.5,Female
62.6,64.3,Female
62.9,64.7,Female
62.9,64.7,Female
62.5,64,Female
62.1,64.2,Female
62.2,64.3,Female
62.6,64.6,Female
62.5,64.2,Female
62.4,64.9,Female
62.8,64,Female
62.7,64.8,Female
62.8,64.4,Female
62.3,64.4,Female
62.5,64.6,Female
62.5,64.4,Female
62.1,64.3,Female
63.2,64,Female
63.4,64.7,Female
63.4,64.1,Female
63.8,64.7,Female
63.9,64.3,Female
63.3,64.3,Female
63.5,64.7,Female
63,64.7,Female
63.9,64.9,Female
63.9,64.7,Female
63.8,64.2,Female
63.2,64.4,Female
63.8,64.1,Female
63.9,64.9,Female
63.3,64.6,Female
63.9,64.3,Female
63.2,64.7,Female
63.6,64.3,Female
63.6,64.1,Female
63.4,64.9,Female
63.7,64.4,Female
63,64,Female
63.5,64.9,Female
63.4,64.1,Female
63.1,64.8,Female
63.1,64,Female
63.2,64.6,Female
63.8,64.4,Female
63.2,64.5,Female
63.3,64.5,Female
63.7,64.8,Female
63.5,64,Female
63.7,64.3,Female
63.9,64.3,Female
63.7,64.9,Female
63.5,64.9,Female
63.4,64,Female
63.5,64.8,Female
63.9,64.8,Female
63.1,64.3,Female
64.5,64.6,Female
64.1,64.1,Female
64.1,64.1,Female
64.5,64.4,Female
64.7,64.1,Female
64.6,64.6,Female
64.8,64.4,Female
64.7,64.1,Female
64,64.2,Female
64.1,64.1,Female
64.1,64.5,Female
64.1,64.3,Female
64.2,64.9,Female
64.3,64.7,Female
64.1,64.5,Female
64.8,64.2,Female
64.7,64.1,Female
64.9,64.5,Female
64.8,64.2,Female
64.8,64.5,Female
64.2,64,Female
64,64.1,Female
64.8,64.2,Female
64.9,64.7,Female
64,64,Female
64.5,64.1,Female
64.3,64.1,Female
64,64.5,Female
65.9,64.3,Female
65.3,64.9,Female
65.7,64.1,Female
65.6,64.3,Female
65,64.2,Female
65.8,64.9,Female
65.7,64.8,Female
65.5,64.4,Female
65.5,64.6,Female
65.5,64.1,Female
65.8,64.3,Female
65.3,64.8,Female
65.2,64.7,Female
65.5,64.7,Female
65.4,64.5,Female
65.6,64.4,Female
65.1,64.1,Female
65.5,64.5,Female
65.4,64.2,Female
66.7,64.8,Female
66,64,Female
66.3,64.3,Female
66.4,64.3,Female
67.4,64.5,Female
67.8,64.7,Female
58.2,65.5,Female
59.6,65.6,Female
59.3,65.8,Female
59.5,65.2,Female
59.2,65.8,Female
59,65.4,Female
59,65.1,Female
60,65.9,Female
60.4,65.3,Female
60.7,65.2,Female
60.2,65.9,Female
60.8,65.1,Female
60.1,65.1,Female
60.4,65.9,Female
60.3,65.9,Female
60.4,65.5,Female
60.5,65.7,Female
61.7,65.1,Female
61.2,65,Female
61.4,65.2,Female
61.9,65.3,Female
61.5,65.4,Female
61.9,65.3,Female
61.4,65.4,Female
61.2,65.4,Female
61.3,65.1,Female
61.4,65,Female
61.8,65.9,Female
61.6,65.8,Female
61.1,65.2,Female
61.5,65,Female
61.1,65.8,Female
61,65.9,Female
61,65.2,Female
61.9,65.1,Female
62.8,65.1,Female
62.5,65.3,Female
62.5,65,Female
62.9,65.3,Female
62.7,65.4,Female
62.5,65.2,Female
62.7,65.9,Female
62.3,65.6,Female
62.3,65.7,Female
62.3,65.8,Female
62.9,65.7,Female
62.8,65.4,Female
62.2,65,Female
62.7,65.8,Female
62.5,65.4,Female
62.2,65.6,Female
62.5,65.3,Female
62.1,65.8,Female
62.3,65.7,Female
62.1,65.8,Female
62.4,65.4,Female
62.2,65.7,Female
62.3,65.9,Female
62.7,65.5,Female
62.8,65.1,Female
62,65.2,Female
62.9,65.6,Female
62.3,65.3,Female
63.1,65.8,Female
63.8,65.1,Female
63.9,65.6,Female
63.3,65.7,Female
63.4,65.4,Female
63.4,65.8,Female
63.8,65.1,Female
63.4,65.7,Female
63.7,65.4,Female
63.4,65.7,Female
63.9,65.7,Female
63.2,65.4,Female
63.7,65.4,Female
63.8,65.9,Female
63.9,65.3,Female
63.3,65.2,Female
63.9,65.2,Female
63.5,65.6,Female
63.5,65.3,Female
63.1,65.3,Female
63.1,65.6,Female
63.8,65.5,Female
63.6,65.4,Female
63.2,65.3,Female
63.5,65.6,Female
63.3,65.3,Female
63.9,65,Female
63.9,65.6,Female
63.4,65.3,Female
63.5,65.7,Female
63.3,65.1,Female
63.2,65.2,Female
63.7,65.4,Female
63,65.2,Female
63,65.2,Female
64.1,65.3,Female
64.6,65.8,Female
64.7,65.9,Female
64,65,Female
64.2,65.8,Female
64.6,65.8,Female
64.6,65.6,Female
64.9,65.9,Female
64.6,65.8,Female
64.8,65.3,Female
64.1,65.2,Female
64.1,65.8,Female
64.7,65.4,Female
64.6,65.9,Female
64.9,65.8,Female
64.7,65.7,Female
64.8,65.5,Female
64.7,65.3,Female
64.8,65.3,Female
64.4,65.9,Female
64.8,65.5,Female
64.1,65.1,Female
64.3,65.7,Female
64.9,65.6,Female
64,65.7,Female
64.3,65.5,Female
65.6,65.9,Female
65.2,65.6,Female
65.2,65.5,Female
65.8,65.3,Female
65.8,65.5,Female
65.5,65.5,Female
65.7,65.3,Female
65.7,65.4,Female
65.2,65,Female
65.7,65.1,Female
65.1,65.2,Female
65.6,65.1,Female
65.6,65.5,Female
65.6,65.9,Female
65,65.6,Female
65.5,65.5,Female
66.2,65.1,Female
66.9,65.6,Female
66,65.3,Female
66,65,Female
66,65.4,Female
66.2,65.1,Female
66.4,65.4,Female
66.8,65.2,Female
66.9,65.6,Female
66.3,65.2,Female
66.6,65.9,Female
66.3,65.9,Female
67.7,65.2,Female
67.4,65.7,Female
67.9,65.3,Female
58.6,66.9,Female
59.3,66.3,Female
59,66.7,Female
59.8,66.9,Female
60.3,66.8,Female
60.9,66.9,Female
60.1,66.8,Female
60.3,66.5,Female
60.4,66.6,Female
60.7,66,Female
60.9,66.1,Female
60.9,66.2,Female
60.8,66.9,Female
60.6,66.3,Female
61.2,66.1,Female
61,66.8,Female
61,66.3,Female
61.8,66.5,Female
61.4,66.3,Female
61.7,66.1,Female
61.8,66.8,Female
61.6,66,Female
61.5,66.1,Female
61,66.4,Female
61.3,66.4,Female
61.9,66.6,Female
61.1,66.5,Female
61.7,66.9,Female
61.9,66.7,Female
62.7,66.5,Female
62.2,66.7,Female
62,66.3,Female
62.5,66,Female
62.8,66.6,Female
62.3,66.7,Female
62.2,66.8,Female
62.3,66.6,Female
62.1,66.5,Female
62.6,66.3,Female
62.1,66.3,Female
62.4,66.9,Female
62.3,66.7,Female
62.2,66.5,Female
62.9,66.3,Female
62.7,66,Female
62.1,66.7,Female
62.8,66.5,Female
62.7,66.5,Female
62.6,66.2,Female
62.2,66.5,Female
62.7,66.4,Female
62.9,66.4,Female
63.8,66.2,Female
63.1,66.6,Female
63.1,66.3,Female
63.7,66.7,Female
63,66.3,Female
63.5,66,Female
63.5,66.7,Female
63.8,66.4,Female
63.6,66.2,Female
63.8,66.2,Female
63.9,66,Female
63.4,66.1,Female
63.3,66.4,Female
63.1,66.4,Female
63.9,66.9,Female
63.7,66.7,Female
63,66,Female
63.2,66.3,Female
63.8,66.4,Female
63.5,66.8,Female
63.9,66,Female
63.3,66.2,Female
63.8,66.6,Female
63.4,66.7,Female
63.3,66.1,Female
63.5,66,Female
63,66.9,Female
63.5,66.6,Female
63.7,66,Female
64.8,66.9,Female
64.8,66,Female
64.8,66,Female
64.6,66.7,Female
64.1,66.1,Female
64.1,66.6,Female
64.3,66.7,Female
64.4,66.3,Female
64.3,66,Female
64.4,66.6,Female
64.8,66.8,Female
64.2,66.1,Female
64.6,66.6,Female
64.2,66.7,Female
64.6,66.2,Female
64.4,66,Female
64.6,66.8,Female
64.2,66.3,Female
64.3,66.7,Female
64.4,66.3,Female
64.9,66.1,Female
64.1,66.4,Female
65.7,66.3,Female
65,66,Female
65.8,66.8,Female
65.4,66.2,Female
65.9,66.4,Female
65.6,66.6,Female
65.1,66.3,Female
65.2,66,Female
65.9,66.8,Female
65.3,66.7,Female
65.1,66.5,Female
65.8,66.7,Female
65.1,66.5,Female
65.1,66.2,Female
65.2,66.9,Female
65.5,66,Female
66.8,66.4,Female
66.7,66.4,Female
66.1,66.4,Female
66.3,66,Female
66.7,66.6,Female
66.6,66.3,Female
66.7,66.5,Female
66.9,66,Female
66.6,66.7,Female
66.1,66.7,Female
66.2,66,Female
66.5,66.8,Female
66.3,66.2,Female
66.6,66.1,Female
66.8,66.2,Female
66.4,66.7,Female
67.3,66,Female
67.2,66.7,Female
67.9,66.8,Female
68.9,66.8,Female
68.2,66.5,Female
59.9,67.7,Female
59,67.6,Female
60.6,67.4,Female
60.4,67.3,Female
60.3,67.5,Female
60.6,67.9,Female
60.3,67.2,Female
60.8,67.9,Female
61.6,67.3,Female
61.4,67.8,Female
61,67.9,Female
61.2,67.6,Female
61.5,67.2,Female
61.5,67.9,Female
61.1,67.4,Female
61.6,67.5,Female
62.1,67.8,Female
62.6,67.8,Female
62.2,67.9,Female
62.4,67.6,Female
62.4,67.9,Female
62.9,67,Female
62.4,67.5,Female
62,67.4,Female
63.9,67,Female
63.6,67.1,Female
63.1,67.7,Female
63.8,67.4,Female
63,67.9,Female
63.7,67.5,Female
63,67.9,Female
63.8,67.1,Female
63.3,67.7,Female
63.7,67.2,Female
63.1,67.5,Female
63.2,67.9,Female
63,67,Female
63.1,67.6,Female
63.2,67.9,Female
64.2,67.8,Female
64.7,67.9,Female
64.5,67.4,Female
64.8,67,Female
64.9,67,Female
64.2,67.3,Female
64.6,67,Female
64.7,67.2,Female
64.2,67.8,Female
64.8,67.1,Female
64.2,67.7,Female
64.7,67.9,Female
64.1,67.9,Female
64.6,67.5,Female
65.6,67.8,Female
65.6,67,Female
65.9,67,Female
65.7,67.2,Female
65.7,67.9,Female
65.9,67.8,Female
65.1,67.9,Female
65.2,67,Female
65,67,Female
65.2,67.8,Female
65,67,Female
66.6,67,Female
66.7,67.5,Female
66.9,67.1,Female
66.5,67.7,Female
66.2,67.3,Female
66.7,67.3,Female
66.1,67.4,Female
66.4,67,Female
67,67.8,Female
67.1,67.8,Female
67.1,67.6,Female
67.5,67.1,Female
67.5,67.4,Female
68.7,67,Female
70.3,67.9,Female
61.9,68,Female
61.8,68.1,Female
62.3,68.6,Female
62.6,68.8,Female
62.7,68.7,Female
